  0081.6715,  71.08754048,  0018.2083593,00000048.138,   0.6606546525
     0035.293, 000049.572,      91.4162587,  003.419298, 044.694949
0087.95991, 42.38236217,035.9925,   000045.492,    00045.2414
      00044.744,      074.1292,      099.2382626,    00028.75415,   82.82408282
  8.174260746, 99.7590854,     000075.8962,   00082.6195,    46.32238208
 039.0924517,  000077.7887,     0015.9566882,   00.316061,   85.51022369
000001.9148,      00094.724763,00004.9814,    000029.485,     16.79501171
32.9405721,     000023.36779,  21.77271291, 54.3224505,094.7457
     30.959142,    26.80829566,      11.0410214,000086.16,  75.63183783
  0025.309931,     7.9882372,      020.3058997,     000.96991877, 84.89340668
    000029.4879,     0088.6563906,      76.82694422,    00079.844,9.3781329
 043.7655, 77.58655266,    000095.85242,      037.3586,      070.62163
 007.50404,  000077.52857,     00025.1755, 69.937221, 0020.0213
    088.785551,016.3361685,0051.77776,003.86187964,  00031.7132
    24.125897,  0010.41424,     049.31444, 000091.96522,     99.6744485
      056.78054,     000067.01901,  0000032.312,    0009.7644, 0014.8913322
 0004.5675,00000042.342,  03.355926129,    95.7142459,    0053.4211
 0020.678,66.0049206,  000050.0382,     0089.3701,  000043.77348
      60.5848838,      90.0203797,0000039.523,     077.8782,      66.90186646
  00068.86049,     59.91305633,  000001.3492,   86.4420327,    00041.608409
000066.73,  00066.80096,060.49768,1.145056875,29.9514705
    018.762164,  0000015.1191,    00047.193875,     015.22745114,    000011.948
 051.66293,    00079.697631,     20.58853,      17.98497548,     068.08417
   0057.056576,    0000038.3121,  0039.7718374,      12.852898, 0059.30037
  00048.44656,      00000088.973, 031.7312956,   041.93869197,      000099.0054
    93.9294475,   0039.16203,      031.56687262,    000047.036,  02.8174264
 00014.884,029.1436093,89.77673489,     83.25352687,    52.9436642
   0039.494,     0081.7766772, 0057.196,     13.16693955,   82.37095
    0093.3375, 68.73094104,    24.20835216,    90.101552, 0053.4903
     00000071.604, 00008.22458,    018.05101695,    67.7391052,  00086.4999
     040.290829,     00057.3741,     00000094.762,0043.1208,     79.570569
     75.682496,67.03404872, 84.110487,     03.74074, 90.30053
   0000037.637, 049.571323,0001.483295,  72.94240482,     098.2981252
      67.3169061,40.6289974,  0096.425419,      23.725805,  0058.2856564
    0098.601956,   30.3213732,   0060.1751,   4.174704474,  089.50424
   0058.502022,    00087.335,016.51845248,     00020.98102, 0005.2651909
 025.891511,   69.0927067,   69.76151658,     13.34003,28.920231
     000044.25465,     000018.0374,  35.4298589,    0053.3484, 02.2170724
   024.8330506,   45.295688,    9.81520628,  035.063325, 0016.975061
     0000020.973,   0023.66977, 088.860841, 0086.972,      73.876478
00000086.283,   000090.07639,     0071.496226,   0077.3845546,   74.29506
     74.35289557,    000003.8523,   0.872931,    38.6499233,   035.68539
  45.1820848,    00057.9049,    0008.1235, 000067.02343,  000020.128
    00058.83007,   085.80327,     22.823471,     000005.29926,  0039.6777355
      068.38250764,      87.40040661,    084.458999,   0024.903733,     0085.8641893
   8.042007614,0000098.8353,  0000086.071,      000020.88002,    90.82573942
 00033.41483,   62.631209,0035.4992,      063.70748,      0010.0312889
     00038.57749,     72.422253,    00008.7399,     0094.238,     78.91829106
    0049.750865,    21.8565066,  000041.657,     00065.187,51.9944489
 000047.29512,   46.542312,026.489649,    0049.721,   19.9614703
    0088.1949171,  98.49319755, 32.8627045,    00071.348634,     55.4271615
  00000090.309, 64.82297617, 000091.184,    00039.326,     000056.4895
  0054.06938,   0000060.731,   000081.389, 00041.74796,      0067.0799638
00070.93971,    058.76957, 011.64563, 0097.2285,  032.4378
     0038.5016848,    13.3517259,    3.666064998,    000029.5808, 027.28147611
      055.22809948,     89.6783831,      16.07969, 00063.219,    0098.404
   00026.939,    0006.72972,   00089.872,    35.3111904,    00058.317561
0004.7467,    0021.81581,08.29651,      35.4977663,   044.4922006
007.8780764,     90.194278,      3.407132,     00049.071831,  0000028.762
     59.515247,     00017.05547,     0097.20134,    025.7609,0035.31523
     00000012.828,   0050.0633,079.2022,      019.4463, 20.83699689
 022.2947,      81.525802,  0085.7187,00048.339571,    067.81509
   0000056.105,      0087.5718391,     0000062.7445,     000020.028,      38.287766
0081.585174,000060.195,   88.2680512, 34.99399163, 00070.10296
      0080.154353,      21.5899033, 60.100242,   0046.2739071,  0032.107699
  69.7454195,    00095.173,   00041.5324, 92.3883246,    48.7144664
   0080.68072,      000084.031, 86.6694589,     0064.74799,     0059.6681844
    00094.74065,   14.30633586,      78.98543567, 0000061.6189,  0085.871853
     45.23707886,   063.4555339,     07.57863,000.35407,  090.27486204
 0089.80833, 00009.64415,      000010.213, 0004.096, 087.1979
  0048.22905,      00000021.066, 023.16142874,    67.4010757,  0000009.2136
   9.3659444,0070.13465,    000053.036,      0000003.0234,    00000.28454
 092.53796,     00000085.937,    69.51727342,0000075.3957,   51.9856411
     00009.994084,    95.10982333,91.76045496,0000004.1339, 0000019.984
  00050.671, 31.85285,     000018.2625,00097.8078,000019.305
      22.1351134,16.6231752,    017.2527,      40.02587796,   030.4739
    00021.061313,  000062.26757,84.40094,     16.6471192,      000069.9723
     00091.85,    00063.6713,     60.4385737,98.66237744,     0035.1445227
    88.07044854,    98.898498,  030.85577, 25.6191428,      040.915423
    5.242969094, 066.21922,00095.8686,063.0967244,    0003.78242
  4.85020128,     082.9243, 076.86284441,  094.375169,      50.6434763
  55.98075,     94.88325228,    67.605552,   00000013.157,  0071.8543
00035.53295,      00055.766,    097.786974,     49.71735842,00053.09862
 80.7505754,  000027.048,    83.3875558,   000024.1635,      41.28621
    00091.097882,96.9548235,     0093.354451,    0000013.981,   060.853646
00000082.593,  66.72013175,    0013.63618,  88.07723649,  00040.1512
     81.1175032,    000057.314,     026.65573747,  086.7938635,   089.15417
  000075.415,   0013.331649,  50.81366,    0000098.02,  54.113918
     76.25517938,   028.55445101, 00096.968271,    49.8800981,   99.64418244
   28.263968, 00040.568,85.01971774, 0033.584604,   0088.7826
 000073.0711,     000080.9524, 54.93095,  0015.6129911,024.76715208
   027.920309,   0039.696, 068.9718,078.89315771, 81.7139188
     00086.0758,   00054.82379,  0097.1692259,      000026.15124,00032.238
     20.972265,     073.7696, 32.5329351,   030.81525,    060.9711
      0086.0154302,     000066.10188,     76.53672,  00000027.49, 052.991303
